#M log_10_prob bin hits hits/sum_hits
#sir_exec simple-sample --graph-type Sw 0.1 -n 3200 --samples 10000000 --transmission 0.1 -j24
0.2015625 -inf 645 0 0e0
0.201875 -inf 646 0 0e0
0.2021875 -inf 647 0 0e0
0.2025 -inf 648 0 0e0
0.2028125 -inf 649 0 0e0
0.203125 -inf 650 0 0e0
0.2034375 -inf 651 0 0e0
0.20375000000000001 -inf 652 0 0e0
0.2040625 -inf 653 0 0e0
0.204375 -inf 654 0 0e0
0.2046875 -inf 655 0 0e0
0.20500000000000002 -inf 656 0 0e0
0.2053125 -inf 657 0 0e0
0.205625 -inf 658 0 0e0
0.2059375 -inf 659 0 0e0
0.20625000000000002 -inf 660 0 0e0
0.2065625 -inf 661 0 0e0
0.206875 -inf 662 0 0e0
0.2071875 -inf 663 0 0e0
0.20750000000000002 -inf 664 0 0e0
0.2078125 -inf 665 0 0e0
0.208125 -inf 666 0 0e0
0.2084375 -inf 667 0 0e0
0.20875 -inf 668 0 0e0
0.2090625 -inf 669 0 0e0
0.209375 -inf 670 0 0e0
0.2096875 -inf 671 0 0e0
0.21 -inf 672 0 0e0
0.2103125 -inf 673 0 0e0
0.210625 -inf 674 0 0e0
0.2109375 -inf 675 0 0e0
0.21125 -inf 676 0 0e0
0.21156250000000001 -inf 677 0 0e0
0.211875 -inf 678 0 0e0
0.2121875 -inf 679 0 0e0
0.2125 -inf 680 0 0e0
0.21281250000000002 -inf 681 0 0e0
0.213125 -inf 682 0 0e0
0.2134375 -inf 683 0 0e0
0.21375 -inf 684 0 0e0
0.21406250000000002 -inf 685 0 0e0
0.214375 -inf 686 0 0e0
0.2146875 -inf 687 0 0e0
0.215 -inf 688 0 0e0
0.21531250000000002 -inf 689 0 0e0
0.215625 -inf 690 0 0e0
0.2159375 -inf 691 0 0e0
0.21625 -inf 692 0 0e0
0.2165625 -inf 693 0 0e0
0.216875 -inf 694 0 0e0
0.2171875 -inf 695 0 0e0
0.2175 -inf 696 0 0e0
0.2178125 -inf 697 0 0e0
0.218125 -inf 698 0 0e0
0.2184375 -inf 699 0 0e0
0.21875 -inf 700 0 0e0
0.2190625 -inf 701 0 0e0
0.21937500000000001 -inf 702 0 0e0
0.2196875 -inf 703 0 0e0
0.22 -inf 704 0 0e0
0.2203125 -inf 705 0 0e0
0.22062500000000002 -inf 706 0 0e0
0.2209375 -inf 707 0 0e0
0.22125 -inf 708 0 0e0
0.2215625 -inf 709 0 0e0
0.22187500000000002 -inf 710 0 0e0
0.2221875 -inf 711 0 0e0
0.2225 -inf 712 0 0e0
0.2228125 -inf 713 0 0e0
0.22312500000000002 -inf 714 0 0e0
0.2234375 -inf 715 0 0e0
0.22375 -inf 716 0 0e0
0.2240625 -inf 717 0 0e0
0.224375 -inf 718 0 0e0
0.2246875 -inf 719 0 0e0
0.225 -inf 720 0 0e0
0.2253125 -inf 721 0 0e0
0.225625 -inf 722 0 0e0
0.2259375 -inf 723 0 0e0
0.22625 -inf 724 0 0e0
0.2265625 -inf 725 0 0e0
0.226875 -inf 726 0 0e0
0.22718750000000001 -inf 727 0 0e0
0.2275 -inf 728 0 0e0
0.2278125 -inf 729 0 0e0
0.228125 -inf 730 0 0e0
0.22843750000000002 -inf 731 0 0e0
0.22875 -inf 732 0 0e0
0.2290625 -inf 733 0 0e0
0.229375 -inf 734 0 0e0
0.22968750000000002 -inf 735 0 0e0
0.23 -inf 736 0 0e0
0.2303125 -inf 737 0 0e0
0.230625 -inf 738 0 0e0
0.23093750000000002 -inf 739 0 0e0
0.23125 -inf 740 0 0e0
0.2315625 -inf 741 0 0e0
0.231875 -inf 742 0 0e0
0.2321875 -inf 743 0 0e0
0.2325 -inf 744 0 0e0
0.2328125 -inf 745 0 0e0
0.233125 -inf 746 0 0e0
0.2334375 -inf 747 0 0e0
0.23375 -inf 748 0 0e0
0.2340625 -inf 749 0 0e0
0.234375 -inf 750 0 0e0
0.2346875 -inf 751 0 0e0
0.23500000000000001 -inf 752 0 0e0
0.2353125 -inf 753 0 0e0
0.235625 -inf 754 0 0e0
0.2359375 -inf 755 0 0e0
0.23625000000000002 -inf 756 0 0e0
0.2365625 -inf 757 0 0e0
0.236875 -inf 758 0 0e0
0.2371875 -inf 759 0 0e0
0.23750000000000002 -inf 760 0 0e0
0.2378125 -inf 761 0 0e0
0.238125 -inf 762 0 0e0
0.2384375 -inf 763 0 0e0
0.23875000000000002 -inf 764 0 0e0
0.2390625 -inf 765 0 0e0
0.239375 -inf 766 0 0e0
0.2396875 -inf 767 0 0e0
0.24 -inf 768 0 0e0
0.2403125 -inf 769 0 0e0
0.240625 -inf 770 0 0e0
0.2409375 -inf 771 0 0e0
0.24125 -inf 772 0 0e0
0.2415625 -inf 773 0 0e0
0.241875 -inf 774 0 0e0
0.2421875 -inf 775 0 0e0
0.2425 -inf 776 0 0e0
0.24281250000000001 -inf 777 0 0e0
0.243125 -inf 778 0 0e0
0.2434375 -inf 779 0 0e0
0.24375 -inf 780 0 0e0
0.24406250000000002 -inf 781 0 0e0
0.244375 -inf 782 0 0e0
0.2446875 -inf 783 0 0e0
0.245 -inf 784 0 0e0
0.24531250000000002 -inf 785 0 0e0
0.245625 -inf 786 0 0e0
0.2459375 -inf 787 0 0e0
0.24625 -inf 788 0 0e0
0.24656250000000002 -inf 789 0 0e0
0.246875 -inf 790 0 0e0
0.2471875 -inf 791 0 0e0
0.2475 -inf 792 0 0e0
0.24781250000000002 -inf 793 0 0e0
0.248125 -inf 794 0 0e0
0.2484375 -inf 795 0 0e0
0.24875 -inf 796 0 0e0
0.2490625 -inf 797 0 0e0
0.249375 -inf 798 0 0e0
0.2496875 -inf 799 0 0e0
0.25 -inf 800 0 0e0
0.2503125 -inf 801 0 0e0
0.250625 -inf 802 0 0e0
0.2509375 -inf 803 0 0e0
0.25125000000000003 -inf 804 0 0e0
0.2515625 -inf 805 0 0e0
0.251875 -inf 806 0 0e0
0.2521875 -inf 807 0 0e0
0.2525 -inf 808 0 0e0
0.2528125 -inf 809 0 0e0
0.253125 -inf 810 0 0e0
0.2534375 -inf 811 0 0e0
0.25375000000000003 -inf 812 0 0e0
0.2540625 -inf 813 0 0e0
0.254375 -inf 814 0 0e0
0.2546875 -inf 815 0 0e0
0.255 -inf 816 0 0e0
0.2553125 -inf 817 0 0e0
0.255625 -inf 818 0 0e0
0.2559375 -inf 819 0 0e0
0.25625 -inf 820 0 0e0
0.2565625 -inf 821 0 0e0
0.256875 -inf 822 0 0e0
0.2571875 -inf 823 0 0e0
0.2575 -inf 824 0 0e0
0.2578125 -inf 825 0 0e0
0.258125 -inf 826 0 0e0
0.2584375 -inf 827 0 0e0
0.25875 -inf 828 0 0e0
0.25906250000000003 -inf 829 0 0e0
0.259375 -inf 830 0 0e0
0.2596875 -inf 831 0 0e0
0.26 -inf 832 0 0e0
0.2603125 -inf 833 0 0e0
0.260625 -inf 834 0 0e0
0.2609375 -inf 835 0 0e0
0.26125 -inf 836 0 0e0
0.26156250000000003 -inf 837 0 0e0
0.261875 -inf 838 0 0e0
0.2621875 -inf 839 0 0e0
0.2625 -inf 840 0 0e0
0.2628125 -inf 841 0 0e0
0.263125 -inf 842 0 0e0
0.2634375 -inf 843 0 0e0
0.26375 -inf 844 0 0e0
0.2640625 -inf 845 0 0e0
0.264375 -inf 846 0 0e0
0.2646875 -inf 847 0 0e0
0.265 -inf 848 0 0e0
0.2653125 -inf 849 0 0e0
0.265625 -inf 850 0 0e0
0.2659375 -inf 851 0 0e0
0.26625 -inf 852 0 0e0
0.2665625 -inf 853 0 0e0
0.26687500000000003 -inf 854 0 0e0
0.2671875 -inf 855 0 0e0
0.2675 -inf 856 0 0e0
0.2678125 -inf 857 0 0e0
0.268125 -inf 858 0 0e0
0.2684375 -inf 859 0 0e0
0.26875 -inf 860 0 0e0
0.2690625 -inf 861 0 0e0
0.26937500000000003 -inf 862 0 0e0
0.2696875 -inf 863 0 0e0
0.27 -inf 864 0 0e0
0.2703125 -inf 865 0 0e0
0.270625 -inf 866 0 0e0
0.2709375 -inf 867 0 0e0
0.27125 -inf 868 0 0e0
0.2715625 -inf 869 0 0e0
0.27187500000000003 -inf 870 0 0e0
0.2721875 -inf 871 0 0e0
0.2725 -inf 872 0 0e0
0.2728125 -inf 873 0 0e0
0.273125 -inf 874 0 0e0
0.2734375 -inf 875 0 0e0
0.27375 -inf 876 0 0e0
0.2740625 -inf 877 0 0e0
0.274375 -inf 878 0 0e0
0.27468750000000003 -inf 879 0 0e0
0.275 -inf 880 0 0e0
0.2753125 -inf 881 0 0e0
0.275625 -inf 882 0 0e0
0.2759375 -inf 883 0 0e0
0.27625 -inf 884 0 0e0
0.2765625 -inf 885 0 0e0
0.276875 -inf 886 0 0e0
0.27718750000000003 -inf 887 0 0e0
0.2775 -inf 888 0 0e0
0.2778125 -inf 889 0 0e0
0.278125 -inf 890 0 0e0
0.2784375 -inf 891 0 0e0
0.27875 -inf 892 0 0e0
0.2790625 -inf 893 0 0e0
0.279375 -inf 894 0 0e0
0.27968750000000003 -inf 895 0 0e0
0.28 -inf 896 0 0e0
0.2803125 -inf 897 0 0e0
0.280625 -inf 898 0 0e0
0.2809375 -inf 899 0 0e0
0.28125 -inf 900 0 0e0
0.2815625 -inf 901 0 0e0
0.281875 -inf 902 0 0e0
0.2821875 -inf 903 0 0e0
0.28250000000000003 -inf 904 0 0e0
0.2828125 -inf 905 0 0e0
0.283125 -inf 906 0 0e0
0.2834375 -inf 907 0 0e0
0.28375 -inf 908 0 0e0
0.2840625 -inf 909 0 0e0
0.284375 -inf 910 0 0e0
0.2846875 -inf 911 0 0e0
0.28500000000000003 -inf 912 0 0e0
0.2853125 -inf 913 0 0e0
0.285625 -inf 914 0 0e0
0.2859375 -inf 915 0 0e0
0.28625 -inf 916 0 0e0
0.2865625 -inf 917 0 0e0
0.286875 -inf 918 0 0e0
0.2871875 -inf 919 0 0e0
0.28750000000000003 -inf 920 0 0e0
0.2878125 -inf 921 0 0e0
0.288125 -inf 922 0 0e0
0.2884375 -inf 923 0 0e0
0.28875 -inf 924 0 0e0
0.2890625 -inf 925 0 0e0
0.289375 -inf 926 0 0e0
0.2896875 -inf 927 0 0e0
0.29 -inf 928 0 0e0
0.29031250000000003 -inf 929 0 0e0
0.290625 -inf 930 0 0e0
0.2909375 -inf 931 0 0e0
0.29125 -inf 932 0 0e0
0.2915625 -inf 933 0 0e0
0.291875 -inf 934 0 0e0
0.2921875 -inf 935 0 0e0
0.2925 -inf 936 0 0e0
0.29281250000000003 -inf 937 0 0e0
0.293125 -inf 938 0 0e0
0.2934375 -inf 939 0 0e0
0.29375 -inf 940 0 0e0
0.2940625 -inf 941 0 0e0
0.294375 -inf 942 0 0e0
0.2946875 -inf 943 0 0e0
0.295 -inf 944 0 0e0
0.29531250000000003 -inf 945 0 0e0
0.295625 -inf 946 0 0e0
0.2959375 -inf 947 0 0e0
0.29625 -inf 948 0 0e0
0.2965625 -inf 949 0 0e0
0.296875 -inf 950 0 0e0
0.2971875 -inf 951 0 0e0
0.2975 -inf 952 0 0e0
0.2978125 -inf 953 0 0e0
0.29812500000000003 -inf 954 0 0e0
0.2984375 -inf 955 0 0e0
0.29875 -inf 956 0 0e0
0.2990625 -inf 957 0 0e0
0.299375 -inf 958 0 0e0
0.2996875 -inf 959 0 0e0
0.3 -inf 960 0 0e0
0.3003125 -inf 961 0 0e0
0.30062500000000003 -inf 962 0 0e0
0.3009375 -inf 963 0 0e0
0.30125 -inf 964 0 0e0
0.3015625 -inf 965 0 0e0
0.301875 -inf 966 0 0e0
0.3021875 -inf 967 0 0e0
0.3025 -inf 968 0 0e0
0.3028125 -inf 969 0 0e0
0.30312500000000003 -inf 970 0 0e0
0.3034375 -inf 971 0 0e0
0.30375 -inf 972 0 0e0
0.3040625 -inf 973 0 0e0
0.304375 -inf 974 0 0e0
0.3046875 -inf 975 0 0e0
0.305 -inf 976 0 0e0
0.3053125 -inf 977 0 0e0
0.305625 -inf 978 0 0e0
0.30593750000000003 -inf 979 0 0e0
0.30625 -inf 980 0 0e0
0.3065625 -inf 981 0 0e0
0.306875 -inf 982 0 0e0
0.3071875 -inf 983 0 0e0
0.3075 -inf 984 0 0e0
0.3078125 -inf 985 0 0e0
0.308125 -inf 986 0 0e0
0.30843750000000003 -inf 987 0 0e0
0.30875 -inf 988 0 0e0
0.3090625 -inf 989 0 0e0
0.309375 -inf 990 0 0e0
0.3096875 -inf 991 0 0e0
0.31 -inf 992 0 0e0
0.3103125 -inf 993 0 0e0
0.310625 -inf 994 0 0e0
0.31093750000000003 -inf 995 0 0e0
0.31125 -inf 996 0 0e0
0.3115625 -inf 997 0 0e0
0.311875 -inf 998 0 0e0
0.3121875 -inf 999 0 0e0
0.3125 -inf 1000 0 0e0
0.3128125 -inf 1001 0 0e0
0.313125 -inf 1002 0 0e0
0.3134375 -inf 1003 0 0e0
0.31375000000000003 -inf 1004 0 0e0
0.3140625 -inf 1005 0 0e0
0.314375 -inf 1006 0 0e0
0.3146875 -inf 1007 0 0e0
0.315 -inf 1008 0 0e0
0.3153125 -inf 1009 0 0e0
0.315625 -inf 1010 0 0e0
0.3159375 -inf 1011 0 0e0
0.31625000000000003 -inf 1012 0 0e0
0.3165625 -inf 1013 0 0e0
0.316875 -inf 1014 0 0e0
0.3171875 -inf 1015 0 0e0
0.3175 -inf 1016 0 0e0
0.3178125 -inf 1017 0 0e0
0.318125 -inf 1018 0 0e0
0.3184375 -inf 1019 0 0e0
0.31875000000000003 -inf 1020 0 0e0
0.3190625 -inf 1021 0 0e0
0.319375 -inf 1022 0 0e0
0.3196875 -inf 1023 0 0e0
0.32 -inf 1024 0 0e0
0.3203125 -inf 1025 0 0e0
0.320625 -inf 1026 0 0e0
0.3209375 -inf 1027 0 0e0
0.32125 -inf 1028 0 0e0
0.32156250000000003 -inf 1029 0 0e0
0.321875 -inf 1030 0 0e0
0.3221875 -inf 1031 0 0e0
0.3225 -inf 1032 0 0e0
0.3228125 -inf 1033 0 0e0
0.323125 -inf 1034 0 0e0
0.3234375 -inf 1035 0 0e0
0.32375 -inf 1036 0 0e0
0.32406250000000003 -inf 1037 0 0e0
0.324375 -inf 1038 0 0e0
0.3246875 -inf 1039 0 0e0
0.325 -inf 1040 0 0e0
0.3253125 -inf 1041 0 0e0
0.325625 -inf 1042 0 0e0
0.3259375 -inf 1043 0 0e0
0.32625 -inf 1044 0 0e0
0.32656250000000003 -inf 1045 0 0e0
0.326875 -inf 1046 0 0e0
0.3271875 -inf 1047 0 0e0
0.3275 -inf 1048 0 0e0
0.3278125 -inf 1049 0 0e0
0.328125 -inf 1050 0 0e0
0.3284375 -inf 1051 0 0e0
0.32875 -inf 1052 0 0e0
0.3290625 -inf 1053 0 0e0
0.32937500000000003 -inf 1054 0 0e0
0.3296875 -inf 1055 0 0e0
0.33 -inf 1056 0 0e0
0.3303125 -inf 1057 0 0e0
0.330625 -inf 1058 0 0e0
0.3309375 -inf 1059 0 0e0
0.33125 -inf 1060 0 0e0
0.3315625 -inf 1061 0 0e0
0.33187500000000003 -inf 1062 0 0e0
0.3321875 -inf 1063 0 0e0
0.3325 -inf 1064 0 0e0
0.3328125 -inf 1065 0 0e0
0.333125 -inf 1066 0 0e0
0.3334375 -inf 1067 0 0e0
0.33375 -inf 1068 0 0e0
0.3340625 -inf 1069 0 0e0
0.33437500000000003 -inf 1070 0 0e0
0.3346875 -inf 1071 0 0e0
0.335 -inf 1072 0 0e0
0.3353125 -inf 1073 0 0e0
0.335625 -inf 1074 0 0e0
0.3359375 -inf 1075 0 0e0
0.33625 -inf 1076 0 0e0
0.3365625 -inf 1077 0 0e0
0.336875 -inf 1078 0 0e0
0.33718750000000003 -inf 1079 0 0e0
0.3375 -inf 1080 0 0e0
0.3378125 -inf 1081 0 0e0
0.338125 -inf 1082 0 0e0
0.3384375 -inf 1083 0 0e0
0.33875 -inf 1084 0 0e0
0.3390625 -inf 1085 0 0e0
0.339375 -inf 1086 0 0e0
0.33968750000000003 -inf 1087 0 0e0
0.34 -inf 1088 0 0e0
0.3403125 -inf 1089 0 0e0
0.340625 -inf 1090 0 0e0
0.3409375 -inf 1091 0 0e0
0.34125 -inf 1092 0 0e0
0.3415625 -inf 1093 0 0e0
0.341875 -inf 1094 0 0e0
0.34218750000000003 -inf 1095 0 0e0
0.3425 -inf 1096 0 0e0
0.3428125 -inf 1097 0 0e0
0.343125 -inf 1098 0 0e0
0.3434375 -inf 1099 0 0e0
0.34375 -inf 1100 0 0e0
0.3440625 -inf 1101 0 0e0
0.344375 -inf 1102 0 0e0
0.3446875 -inf 1103 0 0e0
0.34500000000000003 -inf 1104 0 0e0
0.3453125 -inf 1105 0 0e0
0.345625 -inf 1106 0 0e0
0.3459375 -inf 1107 0 0e0
0.34625 -inf 1108 0 0e0
0.3465625 -inf 1109 0 0e0
0.346875 -inf 1110 0 0e0
0.3471875 -inf 1111 0 0e0
0.34750000000000003 -inf 1112 0 0e0
0.3478125 -inf 1113 0 0e0
0.348125 -inf 1114 0 0e0
0.3484375 -inf 1115 0 0e0
0.34875 -inf 1116 0 0e0
0.3490625 -inf 1117 0 0e0
0.349375 -inf 1118 0 0e0
0.3496875 -inf 1119 0 0e0
0.35000000000000003 -inf 1120 0 0e0
0.3503125 -inf 1121 0 0e0
0.350625 -inf 1122 0 0e0
0.3509375 -inf 1123 0 0e0
0.35125 -inf 1124 0 0e0
0.3515625 -inf 1125 0 0e0
0.351875 -inf 1126 0 0e0
0.3521875 -inf 1127 0 0e0
0.3525 -inf 1128 0 0e0
0.35281250000000003 -inf 1129 0 0e0
0.353125 -inf 1130 0 0e0
0.3534375 -inf 1131 0 0e0
0.35375 -inf 1132 0 0e0
0.3540625 -inf 1133 0 0e0
0.354375 -inf 1134 0 0e0
0.3546875 -inf 1135 0 0e0
0.355 -inf 1136 0 0e0
0.35531250000000003 -inf 1137 0 0e0
0.355625 -inf 1138 0 0e0
0.3559375 -inf 1139 0 0e0
0.35625 -inf 1140 0 0e0
0.3565625 -inf 1141 0 0e0
0.356875 -inf 1142 0 0e0
0.3571875 -inf 1143 0 0e0
0.3575 -inf 1144 0 0e0
0.35781250000000003 -inf 1145 0 0e0
0.358125 -inf 1146 0 0e0
0.3584375 -inf 1147 0 0e0
0.35875 -inf 1148 0 0e0
0.3590625 -inf 1149 0 0e0
0.359375 -inf 1150 0 0e0
0.3596875 -inf 1151 0 0e0
0.36 -inf 1152 0 0e0
0.3603125 -inf 1153 0 0e0
0.36062500000000003 -inf 1154 0 0e0
0.3609375 -inf 1155 0 0e0
0.36125 -inf 1156 0 0e0
0.3615625 -inf 1157 0 0e0
0.361875 -inf 1158 0 0e0
0.3621875 -inf 1159 0 0e0
0.3625 -inf 1160 0 0e0
0.3628125 -inf 1161 0 0e0
0.36312500000000003 -inf 1162 0 0e0
0.3634375 -inf 1163 0 0e0
0.36375 -inf 1164 0 0e0
0.3640625 -inf 1165 0 0e0
0.364375 -inf 1166 0 0e0
0.3646875 -inf 1167 0 0e0
0.365 -inf 1168 0 0e0
0.3653125 -inf 1169 0 0e0
0.36562500000000003 -inf 1170 0 0e0
0.3659375 -inf 1171 0 0e0
0.36625 -inf 1172 0 0e0
0.3665625 -inf 1173 0 0e0
0.366875 -inf 1174 0 0e0
0.3671875 -inf 1175 0 0e0
0.3675 -inf 1176 0 0e0
0.3678125 -inf 1177 0 0e0
0.368125 -inf 1178 0 0e0
0.36843750000000003 -inf 1179 0 0e0
0.36875 -inf 1180 0 0e0
0.3690625 -inf 1181 0 0e0
0.369375 -inf 1182 0 0e0
0.3696875 -inf 1183 0 0e0
0.37 -inf 1184 0 0e0
0.3703125 -inf 1185 0 0e0
0.370625 -inf 1186 0 0e0
0.37093750000000003 -inf 1187 0 0e0
0.37125 -inf 1188 0 0e0
0.3715625 -inf 1189 0 0e0
0.371875 -inf 1190 0 0e0
0.3721875 -inf 1191 0 0e0
0.3725 -inf 1192 0 0e0
0.3728125 -inf 1193 0 0e0
0.373125 -inf 1194 0 0e0
0.37343750000000003 -inf 1195 0 0e0
0.37375 -inf 1196 0 0e0
0.3740625 -inf 1197 0 0e0
0.374375 -inf 1198 0 0e0
0.3746875 -inf 1199 0 0e0
0.375 -inf 1200 0 0e0
0.3753125 -inf 1201 0 0e0
0.375625 -inf 1202 0 0e0
0.37593750000000004 -inf 1203 0 0e0
0.37625000000000003 -inf 1204 0 0e0
0.3765625 -inf 1205 0 0e0
0.376875 -inf 1206 0 0e0
0.3771875 -inf 1207 0 0e0
0.3775 -inf 1208 0 0e0
0.3778125 -inf 1209 0 0e0
0.378125 -inf 1210 0 0e0
0.3784375 -inf 1211 0 0e0
0.37875000000000003 -inf 1212 0 0e0
0.3790625 -inf 1213 0 0e0
0.379375 -inf 1214 0 0e0
0.3796875 -inf 1215 0 0e0
0.38 -inf 1216 0 0e0
0.3803125 -inf 1217 0 0e0
0.380625 -inf 1218 0 0e0
0.3809375 -inf 1219 0 0e0
0.38125000000000003 -inf 1220 0 0e0
0.3815625 -inf 1221 0 0e0
0.381875 -inf 1222 0 0e0
0.3821875 -inf 1223 0 0e0
0.3825 -inf 1224 0 0e0
0.3828125 -inf 1225 0 0e0
0.383125 -inf 1226 0 0e0
0.3834375 -inf 1227 0 0e0
0.38375000000000004 -inf 1228 0 0e0
0.38406250000000003 -inf 1229 0 0e0
0.384375 -inf 1230 0 0e0
0.3846875 -inf 1231 0 0e0
0.385 -inf 1232 0 0e0
0.3853125 -inf 1233 0 0e0
0.385625 -inf 1234 0 0e0
0.3859375 -inf 1235 0 0e0
0.38625 -inf 1236 0 0e0
0.38656250000000003 -inf 1237 0 0e0
0.386875 -inf 1238 0 0e0
0.3871875 -inf 1239 0 0e0
0.3875 -inf 1240 0 0e0
0.3878125 -inf 1241 0 0e0
0.388125 -inf 1242 0 0e0
0.3884375 -inf 1243 0 0e0
0.38875 -inf 1244 0 0e0
0.38906250000000003 -inf 1245 0 0e0
0.389375 -inf 1246 0 0e0
0.3896875 -inf 1247 0 0e0
0.39 -inf 1248 0 0e0
0.3903125 -inf 1249 0 0e0
0.390625 -inf 1250 0 0e0
0.3909375 -inf 1251 0 0e0
0.39125 -inf 1252 0 0e0
0.39156250000000004 -inf 1253 0 0e0
0.39187500000000003 -inf 1254 0 0e0
0.3921875 -inf 1255 0 0e0
0.3925 -inf 1256 0 0e0
0.3928125 -inf 1257 0 0e0
0.393125 -inf 1258 0 0e0
0.3934375 -inf 1259 0 0e0
0.39375 -inf 1260 0 0e0
0.3940625 -inf 1261 0 0e0
0.39437500000000003 -inf 1262 0 0e0
0.3946875 -inf 1263 0 0e0
0.395 -inf 1264 0 0e0
0.3953125 -inf 1265 0 0e0
0.395625 -inf 1266 0 0e0
0.3959375 -inf 1267 0 0e0
0.39625 -inf 1268 0 0e0
0.3965625 -inf 1269 0 0e0
0.39687500000000003 -inf 1270 0 0e0
0.3971875 -inf 1271 0 0e0
0.3975 -inf 1272 0 0e0
0.3978125 -inf 1273 0 0e0
0.398125 -inf 1274 0 0e0
0.3984375 -inf 1275 0 0e0
0.39875 -inf 1276 0 0e0
0.3990625 -inf 1277 0 0e0
0.39937500000000004 -inf 1278 0 0e0
0.39968750000000003 -inf 1279 0 0e0
0.4 -inf 1280 0 0e0
0.4003125 -inf 1281 0 0e0
0.400625 -inf 1282 0 0e0
0.4009375 -inf 1283 0 0e0
0.40125 -inf 1284 0 0e0
0.4015625 -inf 1285 0 0e0
0.401875 -inf 1286 0 0e0
0.40218750000000003 -inf 1287 0 0e0
0.4025 -inf 1288 0 0e0
0.4028125 -inf 1289 0 0e0
0.403125 -inf 1290 0 0e0
0.4034375 -inf 1291 0 0e0
0.40375 -inf 1292 0 0e0
0.4040625 -inf 1293 0 0e0
0.404375 -inf 1294 0 0e0
0.40468750000000003 -inf 1295 0 0e0
0.405 -inf 1296 0 0e0
0.4053125 -inf 1297 0 0e0
0.405625 -inf 1298 0 0e0
0.4059375 -inf 1299 0 0e0
0.40625 -inf 1300 0 0e0
0.4065625 -inf 1301 0 0e0
0.406875 -inf 1302 0 0e0
0.40718750000000004 -inf 1303 0 0e0
0.40750000000000003 -inf 1304 0 0e0
0.4078125 -inf 1305 0 0e0
0.408125 -inf 1306 0 0e0
0.4084375 -inf 1307 0 0e0
0.40875 -inf 1308 0 0e0
0.4090625 -inf 1309 0 0e0
0.409375 -inf 1310 0 0e0
0.4096875 -inf 1311 0 0e0
0.41000000000000003 -inf 1312 0 0e0
0.4103125 -inf 1313 0 0e0
0.410625 -inf 1314 0 0e0
0.4109375 -inf 1315 0 0e0
0.41125 -inf 1316 0 0e0
0.4115625 -inf 1317 0 0e0
0.411875 -inf 1318 0 0e0
0.4121875 -inf 1319 0 0e0
0.41250000000000003 -inf 1320 0 0e0
0.4128125 -inf 1321 0 0e0
0.413125 -inf 1322 0 0e0
0.4134375 -inf 1323 0 0e0
0.41375 -inf 1324 0 0e0
0.4140625 -inf 1325 0 0e0
0.414375 -inf 1326 0 0e0
0.4146875 -inf 1327 0 0e0
0.41500000000000004 -inf 1328 0 0e0
0.41531250000000003 -inf 1329 0 0e0
0.415625 -inf 1330 0 0e0
0.4159375 -inf 1331 0 0e0
0.41625 -inf 1332 0 0e0
0.4165625 -inf 1333 0 0e0
0.416875 -inf 1334 0 0e0
0.4171875 -inf 1335 0 0e0
0.4175 -inf 1336 0 0e0
0.41781250000000003 -inf 1337 0 0e0
0.418125 -inf 1338 0 0e0
0.4184375 -inf 1339 0 0e0
0.41875 -inf 1340 0 0e0
0.4190625 -inf 1341 0 0e0
0.419375 -inf 1342 0 0e0
0.4196875 -inf 1343 0 0e0
0.42 -inf 1344 0 0e0
0.42031250000000003 -inf 1345 0 0e0
0.420625 -inf 1346 0 0e0
0.4209375 -inf 1347 0 0e0
0.42125 -inf 1348 0 0e0
0.4215625 -inf 1349 0 0e0
0.421875 -inf 1350 0 0e0
0.4221875 -inf 1351 0 0e0
0.4225 -inf 1352 0 0e0
0.42281250000000004 -inf 1353 0 0e0
0.42312500000000003 -inf 1354 0 0e0
0.4234375 -inf 1355 0 0e0
0.42375 -inf 1356 0 0e0
0.4240625 -inf 1357 0 0e0
0.424375 -inf 1358 0 0e0
0.4246875 -inf 1359 0 0e0
0.425 -inf 1360 0 0e0
0.4253125 -inf 1361 0 0e0
0.42562500000000003 -inf 1362 0 0e0
0.4259375 -inf 1363 0 0e0
0.42625 -inf 1364 0 0e0
0.4265625 -inf 1365 0 0e0
0.426875 -inf 1366 0 0e0
0.4271875 -inf 1367 0 0e0
0.4275 -inf 1368 0 0e0
0.4278125 -inf 1369 0 0e0
0.42812500000000003 -inf 1370 0 0e0
0.4284375 -inf 1371 0 0e0
0.42875 -inf 1372 0 0e0
0.4290625 -inf 1373 0 0e0
0.429375 -inf 1374 0 0e0
0.4296875 -inf 1375 0 0e0
0.43 -inf 1376 0 0e0
0.4303125 -inf 1377 0 0e0
0.43062500000000004 -inf 1378 0 0e0
0.43093750000000003 -inf 1379 0 0e0
0.43125 -inf 1380 0 0e0
0.4315625 -inf 1381 0 0e0
0.431875 -inf 1382 0 0e0
0.4321875 -inf 1383 0 0e0
0.4325 -inf 1384 0 0e0
0.4328125 -inf 1385 0 0e0
0.433125 -inf 1386 0 0e0
0.43343750000000003 -inf 1387 0 0e0
0.43375 -inf 1388 0 0e0
0.4340625 -inf 1389 0 0e0
0.434375 -inf 1390 0 0e0
0.4346875 -inf 1391 0 0e0
0.435 -inf 1392 0 0e0
0.4353125 -inf 1393 0 0e0
0.435625 -inf 1394 0 0e0
0.43593750000000003 -inf 1395 0 0e0
0.43625 -inf 1396 0 0e0
0.4365625 -inf 1397 0 0e0
0.436875 -inf 1398 0 0e0
